,stu_id,com_id,category_id,name,description,rule,main_img,port_img,cad_img,floor,tag_id,tag_name,new_tag1,new_tag2,extend_tag,extend_tag_sim
155,1096,88@sample.com,4,인테리어_사무실,"- 3호선 압구정역 도보 5분
- 인테리어 디자인 회사의 모던한 사무실
- 주말, 공휴일 사용 가능
- 최소 5시간 이상 대관 시 예약 가능
- 내부 스케쥴과 조율하여 시간 협의 후 결제 바랍니다.","- 3호선 압구정역 도보 5분
- 인테리어 디자인 회사의 모던한 사무실
- 주말, 공휴일 사용 가능
- 최소 5시간 이상 대관 시 예약 가능
- 내부 스케쥴과 조율하여 시간 협의 후 결제 바랍니다.","2_0_인테리어_사무실.jpg,2_1_인테리어_사무실.jpg,2_2_인테리어_사무실.jpg","2_3_인테리어_사무실.jpg,2_4_인테리어_사무실.jpg,2_5_인테리어_사무실.jpg",NaN,4.0,[],[],"['최소', '회사', '사무실', '디자인', '예약', '인테리어', '협의', '압구정역', '도보', '내부', '호선', '공휴일', '모던', '이상', '결제', '사용', '스케쥴']","['최소', '회사', '결제', '사무실', '인테리어', '협의', '스케쥴', '압구정역', '도보', '내부', '호선', '공휴일', '모던', '이상', '디자인', '사용', '예약']","['편이', '인테리어', '주변', '공간', '공간', '공간', '모니터', '공간', '공간', '공간', '주변', '카페', '넓은', '카페', '공간', '카페']","[0.21002589166164398, 0.2681085169315338, 0.2006712257862091, 0.5908013582229614, 0.5771822333335876, 0.551963210105896, 0.2253563404083252, 0.43845829367637634, 0.4219880700111389, 0.3393983244895935, 0.32753536105155945, 0.4411754012107849, 0.3313598334789276, 0.43877941370010376, 0.5679715275764465, 0.38891729712486267]"
156,1097,77@sample.com,4,작업실(미술),"작가 작업실, 지하 20여평. 시간 구애없이 언제든지 촬영 가능합니다.","작가 작업실, 지하 20여평. 시간 구애없이 언제든지 촬영 가능합니다.","3_0_작업실(미술).jpg,3_1_작업실(미술).jpg,3_2_작업실(미술).jpg","3_3_작업실(미술).jpg,3_4_작업실(미술).jpg,3_5_작업실(미술).jpg",NaN,-1.0,[],[],"['작가', '촬영', '지하', '구애', '작업실']","['작가', '촬영', '지하', '작업실', '구애']",[],[]
157,1098,11@sample.com,4,도산공원_루프탑_작업실겸_사무실,"도산공원 근처 루프탑, 천고가 높고 햇살이 잘 들어오며,
응접실 겸 아이디어 회의가 가능한 인스피레이션 공간입니다.
복층에는 5명정도 사무가 가능한 공간이 마련되어 있으며,
화장실1 테라스2. 휴식공간이 있는 정원이 있는 테라스와 창고형 테라스, 벽난로가 있습니다.
야외 테라스에서, 북한산이 보이며 압구정동 야경을 감상하실 수 있습니다.
월-일요일 상시 이용 가능 합니다.","도산공원 근처 루프탑, 천고가 높고 햇살이 잘 들어오며,
응접실 겸 아이디어 회의가 가능한 인스피레이션 공간입니다.
복층에는 5명정도 사무가 가능한 공간이 마련되어 있으며,
화장실1 테라스2. 휴식공간이 있는 정원이 있는 테라스와 창고형 테라스, 벽난로가 있습니다.
야외 테라스에서, 북한산이 보이며 압구정동 야경을 감상하실 수 있습니다.
월-일요일 상시 이용 가능 합니다.","4_0_도산공원_루프탑_작업실겸_사무실.jpg,4_1_도산공원_루프탑_작업실겸_사무실.jpg,4_2_도산공원_루프탑_작업실겸_사무실.jpg","4_3_도산공원_루프탑_작업실겸_사무실.jpg,4_4_도산공원_루프탑_작업실겸_사무실.jpg,4_5_도산공원_루프탑_작업실겸_사무실.jpg",NaN,6.0,[],[],"['레이', '근처', '보이', '아이디어', '창고', '산이', '야외', '정원', '높고', '햇살', '야경', '복층', '공간', '가능한', '사무', '천고', '감상', '루프', '명정', '압구정동', '휴식', '상시', '회의', '벽난로', '북한', '응접실', '인스피', '공원', '마련', '도산', '테라스']","['레이', '근처', '보이', '아이디어', '창고', '산이', '야외', '정원', '높고', '햇살', '야경', '복층', '공간', '가능한', '사무', '천고', '감상', '루프', '명정', '압구정동', '휴식', '상시', '회의', '벽난로', '북한', '응접실', '인스피', '공원', '마련', '도산', '테라스']","['레이', '근처', '카페', '보이', '아이디어', '창고', '좋은', '산이', '야외', '카페', '정원', '공간', '높고', '없음', '햇살', '공간', '야경', '공간', '복층', '공간', '공간', '다양한', '가능한', '공간', '사무', '천고', '주택', '감상', '옥탑방', '루프', '카페', '명정', '압구정동', '휴식', '조명', '상시', '회의', '분위기', '벽난로', '영업', '북한', '월요일', '응접실', '인스피', '공원', '거리', '마련', '서로', '도산', '테라스', '주차장']","[0, 0, 0.4103703796863556, 0, 0, 0, 0.22831515967845917, 0, 0, 0.48573678731918335, 0, 0.35495638847351074, 0, 0.2249515801668167, 0, 0.3597981333732605, 0, 0.5057229399681091, 0, 0.439921498298645, 0, 0.6307618618011475, 0, 0.5235206484794617, 0, 0, 0.2292407751083374, 0, 0.25900471210479736, 0, 0.4572797119617462, 0, 0, 0, 0.26618096232414246, 0, 0, 0.23382091522216797, 0, 0.2745092511177063, 0, 0.26834964752197266, 0, 0, 0, 0.3006771504878998, 0, 0.19411419332027435, 0, 0, 0.4376034438610077]"
158,1100,88@sample.com,4,지저분한_사무실,"경기도 의정부에 위치한 일반 사무실.
오픈한지 얼마 안되어 아직 정리가 안되어있는 정신없는 사무실.
필요한 집기들은 위치해있다.","경기도 의정부에 위치한 일반 사무실.
오픈한지 얼마 안되어 아직 정리가 안되어있는 정신없는 사무실.
필요한 집기들은 위치해있다.","6_0_지저분한_사무실.jpg,6_1_지저분한_사무실.jpg,6_2_지저분한_사무실.jpg","6_3_지저분한_사무실.jpg,6_4_지저분한_사무실.jpg,6_5_지저분한_사무실.jpg",NaN,1.0,[],[],"['얼마', '사무실', '정신', '정리', '한지', '필요한', '경기도', '일반', '오픈', '의정부', '안되어', '집기', '안되어있는']","['얼마', '사무실', '정신', '정리', '한지', '필요한', '경기도', '일반', '오픈', '의정부', '안되어', '집기', '안되어있는']","['영업', '공간', '사진', '느낌', '아이방', '공간', '카페', '카페', '분위기', '클래스', '장소', '넓은', '파티']","[0.24035145342350006, 0.5908013582229614, 0.2196691334247589, 0.32183054089546204, 0.21400009095668793, 0.3853965699672699, 0.34043124318122864, 0.3725927770137787, 0.2665552794933319, 0.29199063777923584, 0.2102459967136383, 0.2380022406578064, 0.19217680394649506]"
159,1102,44@sample.com,4,초록이들이_많은_이쁜_사무실,"파티션에 관음죽을 배치해서 사진발이 좋은 장소 입니다
언제든지 촬영가능합니다
시공사 사무실 또는 건축사무실로 사용 중입니다
주차공간이 넓어서 사용하시기에 편리 합니다","파티션에 관음죽을 배치해서 사진발이 좋은 장소 입니다
언제든지 촬영가능합니다
시공사 사무실 또는 건축사무실로 사용 중입니다
주차공간이 넓어서 사용하시기에 편리 합니다","8_0_초록이들이_많은_이쁜_사무실.jpg,8_1_초록이들이_많은_이쁜_사무실.jpg,8_2_초록이들이_많은_이쁜_사무실.jpg","8_3_초록이들이_많은_이쁜_사무실.jpg,8_4_초록이들이_많은_이쁜_사무실.jpg,8_5_초록이들이_많은_이쁜_사무실.jpg",NaN,2.0,[],[],"['장소', '주차공간', '촬영', '사무실', '건축', '배치', '넓어서', '시공사', '관음죽', '좋은', '사진', '사용', '파티션', '편리']","['장소', '촬영', '주차공간', '사무실', '건축', '배치', '넓어서', '시공사', '관음죽', '좋은', '사진', '사용', '파티션', '편리']","['거리', '공간', '주택', '공간', '많은', '촬영', '대형', '저녁', '커피', '카페', '거리', '공간', '공간', '자연']","[0.4523979723453522, 0.570769727230072, 0.3416054844856262, 0.5908013582229614, 0.3273226320743561, 0.38793227076530457, 0.31397491693496704, 0.20187075436115265, 0.2797553241252899, 0.5783331990242004, 0.4393603801727295, 0.5679715275764465, 0.21100793778896332, 0.19429759681224823]"
160,1103,88@sample.com,4,희망나무_심리상담센터,"연남동에 위치한 심리상담실입니다.
5층건물의 2층에 위치하고 있으며 약 30여평으로 3개의 상담실과 10여명 참여하는 작은 강의실이 있습니다.
부부, 가족 상담실에는 원에이미러가 설치되어 있으며 놀이치료실도 있습니다.
주차는 3대가능하며 상담실 전용주차장입니다.
촬영장소대여의 목적도 있으나 일반인들에게 심리상담실이라는 장소가 친근함으로 다가갈 수 있는 기회가 되었으면 하는 바램입니다.
수요일과 일요일 대여일정이 가장 좋으나 다른 요일은 미리 정해지면 상담스케즐 조정가능합니다.","연남동에 위치한 심리상담실입니다.
5층건물의 2층에 위치하고 있으며 약 30여평으로 3개의 상담실과 10여명 참여하는 작은 강의실이 있습니다.
부부, 가족 상담실에는 원에이미러가 설치되어 있으며 놀이치료실도 있습니다.
주차는 3대가능하며 상담실 전용주차장입니다.
촬영장소대여의 목적도 있으나 일반인들에게 심리상담실이라는 장소가 친근함으로 다가갈 수 있는 기회가 되었으면 하는 바램입니다.
수요일과 일요일 대여일정이 가장 좋으나 다른 요일은 미리 정해지면 상담스케즐 조정가능합니다.","9_0_희망나무_심리상담센터.jpg,9_1_희망나무_심리상담센터.jpg,9_2_희망나무_심리상담센터.jpg","9_3_희망나무_심리상담센터.jpg,9_4_희망나무_심리상담센터.jpg,9_5_희망나무_심리상담센터.jpg",NaN,2.0,[],[],"['장소', '주차장', '미러', '주차', '다른', '조정', '바램', '전용', '스케', '친근함으로', '실과', '부부', '촬영장', '여명', '일반인', '치료', '정이', '연남동', '참여', '강의실', '수요일', '설치', '놀이', '미리', '좋으나', '작은', '가족', '건물', '목적', '심리상담', '에이', '가장', '있으나', '상담', '기회']","['장소', '주차장', '미러', '주차', '다른', '조정', '바램', '전용', '스케', '친근함으로', '실과', '부부', '촬영장', '여명', '일반인', '치료', '정이', '연남동', '참여', '강의실', '수요일', '설치', '놀이', '미리', '좋으나', '작은', '가족', '건물', '목적', '심리상담', '에이', '가장', '있으나', '상담', '기회']","['장소', '거리', '주차장', '공간', '미러', '있으나', '주차', '카페', '다른', '가능한', '조정', '카페', '바램', '공간', '전용', '가능한', '스케', '서비스', '친근함으로', '광고', '실과', '매장', '부부', '공간', '촬영장', '공간', '여명', '없음', '일반인', '선호', '치료', '다양한', '정이', '공간', '연남동', '디자인', '참여', '방이', '강의실', '모임', '수요일', '골목', '설치', '사무실', '놀이', '좋은', '미리', '공간', '좋으나', '참고', '작은', '공간', '가족', '카페', '건물', '공간', '목적', '느낌', '심리상담', '주차', '에이', '카페', '가장', '모든', '있으나', '오프라인', '상담', '많은', '기회', '관음죽']","[0, 0.4523979723453522, 0, 0.6108304858207703, 0, 0.19371891021728516, 0, 0.5410494208335876, 0, 0.2742442190647125, 0, 0.28841689229011536, 0, 0.223260298371315, 0, 0.40860670804977417, 0, 0.2251729816198349, 0, 0.1538335084915161, 0, 0.21736465394496918, 0, 0.2912023365497589, 0, 0.3049331605434418, 0, 0.23123472929000854, 0, 0.25664904713630676, 0, 0.19590242207050323, 0, 0.33413225412368774, 0, 0.31325018405914307, 0, 0.18059369921684265, 0, 0.27649036049842834, 0, 0.23749667406082153, 0, 0.43226757645606995, 0, 0.22845742106437683, 0, 0.32017505168914795, 0, 0.23666639626026154, 0, 0.5623679161071777, 0, 0.3051564395427704, 0, 0.5332270264625549, 0, 0.4422221779823303, 0, 0.3032202422618866, 0, 0.39858901500701904, 0, 0.3218795359134674, 0, 0.2057298868894577, 0, 0.3178342580795288, 0, 0.18727833032608032]"
161,1104,77@sample.com,4,.,.,.,"10_0_..jpg,10_1_..jpg,10_2_..jpg","10_3_..jpg,10_4_..jpg,10_5_..jpg",NaN,2.0,[],[],[],[],[],[]
162,1106,88@sample.com,4,준_에프터눈,"[작업실]
성북구 삼선동에 위치한 작은 사무실 입니다.
공간은 작고 미니멀 하지만(전체 14평 공간)
앵글에 따라 다양한 분위기 연출이 가능 합니다.
멋드러진 최신의 인테리어 보다는
감성적이고 아기자기한 느낌과
통창으로(대나무 블라인드) 들어오는 자연광의 느낌도 좋습니다.
작업실은 북향이라 직사광선의 자연광은 없습니다.
현재 사용중인 작업실이라 약간의 정리는 필요합니다.

[기타 공간 구성]
-화장실 1
-미니싱크대 1
-미니 bar 1
-주차 1대 가능 (10미터 거리에 공용주차장도 있습니다)

[외부 풍경]
-작업실 바로 앞에는 성북천이 흐릅니다
-봄이 되면 길가에 벚꽃이 길가에 만개 합니다(윤중로 수준)
-성북천 옆 도로는 벚꽃이 지면 개천을 따라 가로수의 녹색도 예쁩니다

[선호 요일]
-평일 (가능/시간 제약 없음)
-주말 (가능/협의 필요)","[작업실]
성북구 삼선동에 위치한 작은 사무실 입니다.
공간은 작고 미니멀 하지만(전체 14평 공간)
앵글에 따라 다양한 분위기 연출이 가능 합니다.
멋드러진 최신의 인테리어 보다는
감성적이고 아기자기한 느낌과
통창으로(대나무 블라인드) 들어오는 자연광의 느낌도 좋습니다.
작업실은 북향이라 직사광선의 자연광은 없습니다.
현재 사용중인 작업실이라 약간의 정리는 필요합니다.

[기타 공간 구성]
-화장실 1
-미니싱크대 1
-미니 bar 1
-주차 1대 가능 (10미터 거리에 공용주차장도 있습니다)

[외부 풍경]
-작업실 바로 앞에는 성북천이 흐릅니다
-봄이 되면 길가에 벚꽃이 길가에 만개 합니다(윤중로 수준)
-성북천 옆 도로는 벚꽃이 지면 개천을 따라 가로수의 녹색도 예쁩니다

[선호 요일]
-평일 (가능","12_0_준_에프터눈.jpg,12_1_준_에프터눈.jpg,12_2_준_에프터눈.jpg","12_3_준_에프터눈.jpg,12_4_준_에프터눈.jpg,12_5_준_에프터눈.jpg",NaN,1.0,[],[],"['수준', '제약', '블라인드', '성북천', '가로수', '드러진', '감성', '주차장', '주차', '개천', '벚꽃', '도로', '녹색', '싱크대', '지면', '공용', '삼선동', '미니', '선호', '정리', '구성', '공간', '통창', '풍경', '앵글', '바로', '평일', '인테리어', '직사', '협의', '현재', '작고', '대나무', '최신', '거리', '느낌', '예쁩니다', '없음', '외부', '아기자기한', '분위기', '북향', '기타', '길가', '다양한', '사무실', '전체', '윤중로', '작은', '약간', '작업실', '광선', '필요', '미터', '자연', '사용', '연출', '성북구']","['수준', '제약', '블라인드', '성북천', '가로수', '드러진', '감성', '주차장', '주차', '개천', '벚꽃', '도로', '싱크대', '녹색', '지면', '공용', '삼선동', '미니', '선호', '정리', '구성', '공간', '통창', '풍경', '앵글', '바로', '평일', '인테리어', '직사', '협의', '작고', '대나무', '최신', '거리', '느낌', '예쁩니다', '없음', '사용', '외부', '아기자기한', '분위기', '북향', '기타', '길가', '다양한', '사무실', '전체', '윤중로', '작은', '약간', '작업실', '광선', '필요', '미터', '자연', '현재', '연출', '성북구']","['수준', '핸드', '제약', '있고', '블라인드', '분위기', '성북천', '등장인물', '가로수', '많은', '드러진', '편리합니다', '감성', '사무실', '주차장', '공간', '주차', '카페', '개천', '촬영', '벚꽃', '전체', '도로', '평일', '싱크대', '자연', '녹색', '필요한', '지면', '야경', '공용', '야경', '삼선동', '심플', '미니', '카페', '선호', '공간', '정리', '느낌', '구성', '공간', '공간', '다양한', '통창', '다양한', '풍경', '협의', '앵글', '사용', '바로', '공간', '평일', '카페', '인테리어', '공간', '직사', '세미나', '협의', '공간', '작고', '설치', '대나무', '작은', '최신', '사무실', '거리', '카페', '느낌', '공간', '예쁩니다', '최근', '없음', '공간', '사용', '공간', '외부', '카페', '아기자기한', '전체', '분위기', '공간', '북향', '평일', '기타', '거리', '길가', '모든', '다양한', '공간', '사무실', '공간', '전체', '다양한', '윤중로', '거리', '작은', '공간', '약간', '작은', '작업실', '다양한', '광선', '협의', '필요', '종일', '미터', '주차', '자연', '공간', '현재', '인테리어', '연출', '모든', '성북구', '바닥']","[0, 0.15113817155361176, 0, 0.2577179968357086, 0, 0.21686676144599915, 0, 0.23542417585849762, 0, 0.2882344126701355, 0, 0.19099624454975128, 0, 0.40416842699050903, 0, 0.6108304858207703, 0, 0.5410494208335876, 0, 0.2667619287967682, 0, 0.2141234427690506, 0, 0.2855664789676666, 0, 0.385002464056015, 0, 0.19821202754974365, 0, 0.21899959444999695, 0, 0.28168055415153503, 0, 0.2140810787677765, 0, 0.4868725836277008, 0, 0.5559455752372742, 0, 0.32183054089546204, 0, 0.4941524565219879, 0, 0.6307618618011475, 0, 0.3379720449447632, 0, 0.2804192304611206, 0, 0.258939653635025, 0, 0.452244371175766, 0, 0.48197004199028015, 0, 0.5771822333335876, 0, 0.2177019715309143, 0, 0.551963210105896, 0, 0.3199130594730377, 0, 0.26532459259033203, 0, 0.42252597212791443, 0, 0.5813907980918884, 0, 0.5687322020530701, 0, 0.2006574422121048, 0, 0.4765920341014862, 0, 0.5679715275764465, 0, 0.47140100598335266, 0, 0.2897399961948395, 0, 0.5736126899719238, 0, 0.27339059114456177, 0, 0.38196244835853577, 0, 0.277283638715744, 0, 0.6307618618011475, 0, 0.5908013582229614, 0, 0.504605770111084, 0, 0.2191845178604126, 0, 0.5623679161071777, 0, 0.2977662980556488, 0, 0.35558316111564636, 0, 0.2670832872390747, 0, 0.26587459444999695, 0, 0.26056864857673645, 0, 0.5412917733192444, 0, 0.3567647337913513, 0, 0.3428274691104889, 0, 0.2085057646036148]"
163,1108,99@sample.com,4,연희동_주택_작업실,연희동 주택 작업실,연희동 주택 작업실,"14_0_연희동_주택_작업실.jpg,14_1_연희동_주택_작업실.jpg,14_2_연희동_주택_작업실.jpg","14_3_연희동_주택_작업실.jpg,14_4_연희동_주택_작업실.jpg,14_5_연희동_주택_작업실.jpg",NaN,2.0,[],[],"['작업실', '연희동', '주택']","['작업실', '주택', '연희동']","['다양한', '좋은', '루프', '공간', '카페', '공간', '주변', '모두', '특별한', '커튼', '모든', '넘치는']","[0.35558316111564636, 0.3547837436199188, 0.3428616523742676, 0.3404715955257416, 0.46091029047966003, 0.44222596287727356, 0.42976999282836914, 0.41637367010116577, 0.18826644122600555, 0.18781255185604095, 0.18030765652656555, 0.1778101623058319]"
164,1109,11@sample.com,4,오픈천장_카페분위기_사무실,"안녕하세요 직접 오픈천장 및 리모델링한 미디어 회사 사무실입니다
주말 혹은 스케줄상 사무실이 비는 날은 언제나 대여가 가능합니다!

오픈천장과 조명, 아트보드로 카페분위기를 내서, 요즘 트렌디한 디자인사무실을 연출할 수 있습니다:)
왼편 창은 모두 암막커튼이 달려있고, 조명은 밝기조정이 가능해서 촬영하시는데 조명 치기 편리합니다~

엘레베이터는 있고, 주말은 주차가 2대정도 가능한데 평일은 주변 공영주차장을 이용해주셔야 하는 점 참고부탁드립니다","안녕하세요 직접 오픈천장 및 리모델링한 미디어 회사 사무실입니다
주말 혹은 스케줄상 사무실이 비는 날은 언제나 대여가 가능합니다!

오픈천장과 조명, 아트보드로 카페분위기를 내서, 요즘 트렌디한 디자인사무실을 연출할 수 있습니다:)
왼편 창은 모두 암막커튼이 달려있고, 조명은 밝기조정이 가능해서 촬영하시는데 조명 치기 편리합니다~

엘레베이터는 있고, 주말은 주차가 2대정도 가능한데 평일은 주변 공영주차장을 이용해주셔야 하는 점 참고부탁드립니다","15_0_오픈천장_카페분위기_사무실.jpg,15_1_오픈천장_카페분위기_사무실.jpg,15_2_오픈천장_카페분위기_사무실.jpg","15_3_오픈천장_카페분위기_사무실.jpg,15_4_오픈천장_카페분위기_사무실.jpg,15_5_오픈천장_카페분위기_사무실.jpg",NaN,5.0,[],[],"['편리합니다', '대정', '주차장', '입니다주말', '주차', '디자인', '조명', '트렌디', '주변', '아트', '밝기', '정이', '스케줄', '천장', '평일', '카페', '있고', '커튼', '오픈', '요즘', '모두', '참고', '분위기', '미디어', '회사', '엘레베이터', '촬영', '사무실', '치기', '가능한데', '모델링', '보드', '연출']","['편리합니다', '대정', '주차장', '입니다주말', '주차', '디자인', '트렌디', '조명', '주변', '아트', '밝기', '정이', '스케줄', '천장', '평일', '카페', '있고', '커튼', '오픈', '요즘', '모두', '참고', '분위기', '미디어', '회사', '엘레베이터', '촬영', '사무실', '치기', '가능한데', '모델링', '보드', '연출']","['편리합니다', '다양한', '대정', '휴식', '주차장', '공간', '입니다주말', '전문', '주차', '카페', '디자인', '카페', '트렌디', '카페', '조명', '주변', '주변', '공간', '아트', '카페', '밝기', '인테리어', '정이', '공간', '스케줄', '거리', '천장', '기본', '평일', '카페', '카페', '공간', '있고', '공간', '커튼', '목적', '오픈', '분위기', '요즘', '저녁', '모두', '카페', '참고', '촬영', '분위기', '공간', '미디어', '카페', '회사', '인테리어', '엘레베이터', '야경', '촬영', '공간', '사무실', '공간', '치기', '샤워', '가능한데', '건물', '모델링', '공간', '보드', '대나무', '연출', '모든']","[0, 0.30990004539489746, 0, 0.1622488647699356, 0, 0.6108304858207703, 0, 0.28380540013313293, 0, 0.5410494208335876, 0, 0.43877941370010376, 0, 0.21941961348056793, 0, 0.4961457848548889, 0, 0.5990744829177856, 0, 0.4147968590259552, 0, 0.2769789397716522, 0, 0.33413225412368774, 0, 0.2585812211036682, 0, 0.30253472924232483, 0, 0.48197004199028015, 0, 0.6297639012336731, 0, 0.5568024516105652, 0, 0.20858612656593323, 0, 0.2665552794933319, 0, 0.22378817200660706, 0, 0.5341970324516296, 0, 0.28592097759246826, 0, 0.5736126899719238, 0, 0.2126745581626892, 0, 0.2681085169315338, 0, 0.2873899042606354, 0, 0.570769727230072, 0, 0.5908013582229614, 0, 0.19852517545223236, 0, 0.22658036649227142, 0, 0.3415772318840027, 0, 0.2015359103679657, 0, 0.3428274691104889]"
165,1111,88@sample.com,4,햇살가득_전망좋은_스튜디오_모닝스타,"모닝스타 스튜디오는 남산 소월길 해방촌 인근의 위치해있습니다.
공간은 직선으로 이뤄져 있으며 양쪽으로 큰창문이 개방감을 주며 남산 주변이라서 전망이 있습니다.
햇볕도 잘들어서 자연광을 원하시는 분들께 추천드립니다.


[기타사항]
화장실1
미니싱크대1
탈의실1
스팀다리미1
행거 비치

[주차]
100m거리의 공영주차장있습니다.

[예약가능날짜]
제약 없음

[예약가능시간]
00:00~24:00","모닝스타 스튜디오는 남산 소월길 해방촌 인근의 위치해있습니다.
공간은 직선으로 이뤄져 있으며 양쪽으로 큰창문이 개방감을 주며 남산 주변이라서 전망이 있습니다.
햇볕도 잘들어서 자연광을 원하시는 분들께 추천드립니다.


[기타사항]
화장실1
미니싱크대1
탈의실1
스팀다리미1
행거 비치

[주차]
100m거리의 공영주차장있습니다.

[예약가능날짜]
제약 없음

[예약가능시간]
00:00~24:00","17_0_햇살가득_전망좋은_스튜디오_모닝스타.jpg,17_1_햇살가득_전망좋은_스튜디오_모닝스타.jpg,17_2_햇살가득_전망좋은_스튜디오_모닝스타.jpg","17_3_햇살가득_전망좋은_스튜디오_모닝스타.jpg,17_4_햇살가득_전망좋은_스튜디오_모닝스타.jpg,17_5_햇살가득_전망좋은_스튜디오_모닝스타.jpg",NaN,2.0,[],[],"['남산', '사항', '제약', '직선', '월길', '주차장', '주차', '싱크대', '주변', '비치', '모닝스타', '탈의실', '미니', '개방', '공간', '추천', '전망', '스튜디오', '스팀', '거리', '다리미', '햇볕', '없음', '기타', '인근', '행거', '날짜', '창문', '해방촌', '자연', '양쪽', '예약']","['남산', '사항', '제약', '직선', '월길', '주차장', '주차', '주변', '싱크대', '비치', '모닝스타', '탈의실', '미니', '개방', '공간', '추천', '전망', '스튜디오', '스팀', '거리', '다리미', '햇볕', '없음', '기타', '인근', '행거', '날짜', '창문', '해방촌', '자연', '양쪽', '예약']","['남산', '개천', '사항', '주차장', '제약', '있고', '직선', '영상', '월길', '식당', '주차장', '공간', '주차', '카페', '주변', '공간', '싱크대', '자연', '비치', '공간', '모닝스타', '영상', '탈의실', '작은', '미니', '카페', '개방', '이후', '공간', '다양한', '추천', '영화', '전망', '주변', '스튜디오', '공간', '스팀', '음악', '거리', '카페', '다리미', '공간', '햇볕', '전체', '없음', '공간', '기타', '거리', '인근', '없음', '행거', '가능한', '날짜', '모던', '창문', '실제', '해방촌', '카페', '자연', '공간', '양쪽', '구성', '예약', '카페']","[0, 0.19996999204158783, 0, 0.2673472464084625, 0, 0.2577179968357086, 0, 0.2473570555448532, 0, 0.23964336514472961, 0, 0.6108304858207703, 0, 0.5410494208335876, 0, 0.5990744829177856, 0, 0.385002464056015, 0, 0.3263295888900757, 0, 0.20557038486003876, 0, 0.30116236209869385, 0, 0.4868725836277008, 0, 0.31514427065849304, 0, 0.6307618618011475, 0, 0.32046613097190857, 0, 0.41311946511268616, 0, 0.5000731348991394, 0, 0.2537762224674225, 0, 0.5813907980918884, 0, 0.2191164344549179, 0, 0.25967440009117126, 0, 0.4765920341014862, 0, 0.38196244835853577, 0, 0.32881027460098267, 0, 0.2806159257888794, 0, 0.2074888050556183, 0, 0.26049765944480896, 0, 0.3091835081577301, 0, 0.5412917733192444, 0, 0.21549442410469055, 0, 0.38891729712486267]"
166,1112,44@sample.com,4,키덜트의_아지트같은_작은_오피스,"이곳은 실제 디자인 사무실로 이용하는 작은 공간입니다.
디자인 관련된 다양한 책과 대표의 취향에 따라 수집한 스타워즈를 비롯한 다양한 영화 피규어들이 한쪽 벽을 가득 채우고 있어요.
취향을 나타내고 싶은 등장인물의 공간이나 배경으로 적합하지 않을까 싶어 올려봅니다.
촬영 시 디피 된 피규어 컬렉션은 되도록 만지지 말아주실 부탁드립니다.","이곳은 실제 디자인 사무실로 이용하는 작은 공간입니다.
디자인 관련된 다양한 책과 대표의 취향에 따라 수집한 스타워즈를 비롯한 다양한 영화 피규어들이 한쪽 벽을 가득 채우고 있어요.
취향을 나타내고 싶은 등장인물의 공간이나 배경으로 적합하지 않을까 싶어 올려봅니다.
촬영 시 디피 된 피규어 컬렉션은 되도록 만지지 말아주실 부탁드립니다.","18_0_키덜트의_아지트같은_작은_오피스.jpg,18_1_키덜트의_아지트같은_작은_오피스.jpg,18_2_키덜트의_아지트같은_작은_오피스.jpg","18_3_키덜트의_아지트같은_작은_오피스.jpg,18_4_키덜트의_아지트같은_작은_오피스.jpg,18_5_키덜트의_아지트같은_작은_오피스.jpg",NaN,2.0,[],[],"['가득', '실제', '디자인', '영화', '스타워즈', '등장인물', '비롯', '공간', '적합하지', '지지', '배경', '컬렉션', '대표', '다양한', '촬영', '사무실', '디피', '작은', '취향', '규어', '수집', '한쪽']","['가득', '실제', '디자인', '영화', '등장인물', '비롯', '공간', '적합하지', '지지', '배경', '수집', '컬렉션', '대표', '다양한', '촬영', '사무실', '디피', '작은', '취향', '규어', '스타워즈', '한쪽']","['다양한', '공간', '카페', '카페', '자그마한', '분위기', '다양한', '커피숍', '공간', '주차', '서울', '같은', '탈의실', '공간', '공간', '공간', '가구', '공간', '주차장', '소개', '활용', '상가']","[0.23027317225933075, 0.491425096988678, 0.43877941370010376, 0.5093438625335693, 0.2707943320274353, 0.24735862016677856, 0.6307618618011475, 0.27419769763946533, 0.22508269548416138, 0.3916119635105133, 0.18447399139404297, 0.2143111526966095, 0.20817770063877106, 0.6307618618011475, 0.570769727230072, 0.5908013582229614, 0.18361805379390717, 0.5623679161071777, 0.38628217577934265, 0.24202384054660797, 0.27926328778266907, 0.21348242461681366]"
167,1113,44@sample.com,4,한국지도자아카데미,70~80년대 옛 서재,70~80년대 옛 서재,"19_0_한국지도자아카데미.jpg,19_1_한국지도자아카데미.jpg,19_2_한국지도자아카데미.jpg","19_3_한국지도자아카데미.jpg,19_4_한국지도자아카데미.jpg,19_5_한국지도자아카데미.jpg",NaN,1.0,[],[],['서재'],['서재'],"['공간', '카페', '활용', '주방']","[0.3771861791610718, 0.36686670780181885, 0.3580664098262787, 0.35548707842826843]"
